Key,Source,Context,English
drugSteroidsSchematic,items,Items,Steroids Schematic
drugSteroidsSchematicDesc,items,Items,"Steroids Schematic Description"

FuriousRamsayRope,items,Items,Rope
FuriousRamsayRopeDesc,items,Items,"Primitive rope made from plant fibre."

FuriousRamsayCharcoal,items,Items,Charcoal
FuriousRamsayCharcoalDesc,items,Items,"Description"

FuriousRamsayFatChunk,items,Items,Cooking Fat
FuriousRamsayFatChunkDesc,items,Items,"This fat can be used in various cooking recipes"

FuriousRamsayGroundCharcoal,items,Items,Ground Charcoal
FuriousRamsayGroundCharcoalDesc,items,Items,"Description"

FuriousRamsayActivatedCharcoal,items,Items,Activated Charcoal
FuriousRamsayActivatedCharcoalDesc,items,Items,"Description"

drinkJarEmpty,items,Food,Empty Water Glass
drinkJarEmptyDesc,items,Food,An empty glass that can be filled at water sources using the secondary action or used in other recipes.
drinkJarPureMineralWater,items,Food,Distilled Water
drinkJarPureMineralWaterDesc,items,Food,Distilled water is good for your digestion and hydrates you for days!

FuriousRamsayCollapsedFurnace,items,Items,"Repairable Furnace"
FuriousRamsayCollapsedChemistryStation,items,Items,"Repairable Chemistry Station"
FuriousRamsayCollapsedWorkbench,items,Items,"Repairable Workbench"
FuriousRamsayCollapsedCementMixer,items,Items,"Repairable Cement Mixer"
FuriousRamsayCollapsedGeneratorBank,items,Items,"Repairable Generator Bank"
FuriousRamsayCollapsedBatteryBank,items,Items,"Repairable Battery Bank"
FuriousRamsayCollapsedSolarBank,items,Items,"Repairable Solar Bank"

FuriousRamsayCollapsedCircularMachine,items,Items,"Repairable Table Saw"
FuriousRamsayCollapsedForge,items,Items,"Repairable Forge"
FuriousRamsayCollapsedGasStove,items,Items,"Repairable Gas Stovetop"
FuriousRamsayCollapsedDistiller,items,Items,"Repairable Distiller"
FuriousRamsayCollapsedShredder,items,Items,"Repairable Shredder"

FuriousRamsayCollapsedFurnaceDesc,items,Items,"Repairable Furnace"
FuriousRamsayCollapsedChemistryStationDesc,items,Items,"Repairable Chemistry Station"
FuriousRamsayCollapsedWorkbenchDesc,items,Items,"Repairable Workbench"
FuriousRamsayCollapsedCementMixerDesc,items,Items,"Repairable Cement Mixer"
FuriousRamsayCollapsedGeneratorBankDesc,items,Items,"Repairable Generator Bank"
FuriousRamsayCollapsedBatteryBankDesc,items,Items,"Repairable Battery Bank"
FuriousRamsayCollapsedSolarBankDesc,items,Items,"Repairable Solar Bank"

FuriousRamsayCollapsedCircularMachineDesc,items,Items,"Repairable Table Saw"
FuriousRamsayCollapsedForgeDesc,items,Items,"Repairable Forge"
FuriousRamsayCollapsedGasStoveDesc,items,Items,"Repairable Gas Stovetop"
FuriousRamsayCollapsedDistillerDesc,items,Items,"Repairable Distiller"
FuriousRamsayCollapsedShredderDesc,items,Items,"Repairable Shredder"

FuriousRamsayClassXPHunter,items,Items,Hunter Class XP Boost - DEV
FuriousRamsayClassXPHunterDesc,items,Items,"Use this to boost your Hunter Class XP."
FuriousRamsayClassXPThug,items,Items,Thug Class XP Boost - DEV
FuriousRamsayClassXPThugDesc,items,Items,"Use this to boost your Thug Class XP."
FuriousRamsayClassXPButcher,items,Items,Butcher Class XP Boost - DEV
FuriousRamsayClassXPButcherDesc,items,Items,"Use this to boost your Butcher Class XP."
FuriousRamsayClassXPSoldier,items,Items,Soldier Class XP Boost - DEV
FuriousRamsayClassXPSoldierDesc,items,Items,"Use this to boost your Soldier Class XP."
FuriousRamsayClassXPTechnogeek,items,Items,Technogeek Class XP Boost - DEV
FuriousRamsayClassXPTechnogeekDesc,items,Items,"Use this to boost your Technogeek Class XP."
FuriousRamsayClassXPMadman,items,Items,MAdman Class XP Boost - DEV
FuriousRamsayClassXPMadmanDesc,items,Items,"Use this to boost your Madman Class XP."
FuriousRamsayClassXPBuilder,items,Items,Builder Class XP Boost - DEV
FuriousRamsayClassXPBuilderDesc,items,Items,"Use this to boost your Builder Class XP."
FuriousRamsayClassXPChef,items,Items,Sous-Chef Class XP Boost - DEV
FuriousRamsayClassXPChefDesc,items,Items,"Use this to boost your Sous-Chef Class XP."

FuriousRamsayClassXPSpear,items,Items,"Spear Expertise XP Boost - DEV"
FuriousRamsayClassXPBow,items,Items,"Bow Expertise XP Boost - DEV"
FuriousRamsayClassXPSniperRifle,items,Items,"Sniper Rifle Expertise XP Boost - DEV"
FuriousRamsayClassXPClub,items,Items,"Club Expertise XP Boost - DEV"
FuriousRamsayClassXPShotgun,items,Items,"Shotgun Expertise XP Boost - DEV"
FuriousRamsayClassXPMachete,items,Items,"Machete Expertise XP Boost - DEV"
FuriousRamsayClassXPAssaultRifle,items,Items,"Assault Rifle Expertise XP Boost - DEV"
FuriousRamsayClassXPAxe,items,Items,"Axe Expertise XP Boost - DEV"
FuriousRamsayClassXPMarksmanRifle,items,Items,"Lever Action Rifle Expertise XP Boost - DEV"
FuriousRamsayClassXPMachineGun,items,Items,"MAchine Gun Expertise XP Boost - DEV"
FuriousRamsayClassXPStunBaton,items,Items,"Stun Baton Expertise XP Boost - DEV"
FuriousRamsayClassXPMagnum,items,Items,"Magnum Expertise XP Boost - DEV"
FuriousRamsayClassXPDeployableTurret,items,Items,"Deployable Turret Expertise XP Boost - DEV"
FuriousRamsayClassXPKnuckles,items,Items,"Knuckles Expertise XP Boost - DEV"
FuriousRamsayClassXPExplosives,items,Items,"Explosives Expertise XP Boost - DEV"
FuriousRamsayClassXPSubMachinegun,items,Items,"Submachine Gun Expertise XP Boost - DEV"
FuriousRamsayClassXPHammer,items,Items,"Hammer Expertise XP Boost - DEV"
FuriousRamsayClassXPPistol,items,Items,"Pistol Expertise XP Boost - DEV"
FuriousRamsayClassXPKnife,items,Items,"Knife Expertise XP Boost - DEV"
FuriousRamsayClassXPDesertVulture,items,Items,"Desert Vulture Expertise XP Boost - DEV"

FuriousRamsayClassXPSpearDesc,items,Items,"Use this to boost your Spear Expertise XP."
FuriousRamsayClassXPBowDesc,items,Items,"Use this to boost your Bow Expertise XP."
FuriousRamsayClassXPSniperRifleDesc,items,Items,"Use this to boost your Sniper Rifle Expertise XP."
FuriousRamsayClassXPClubDesc,items,Items,"Use this to boost your Club Expertise XP."
FuriousRamsayClassXPShotgunDesc,items,Items,"Use this to boost your Shotgun Expertise XP."
FuriousRamsayClassXPMacheteDesc,items,Items,"Use this to boost your MAchete Expertise XP."
FuriousRamsayClassXPAssaultRifleDesc,items,Items,"Use this to boost your Assault Rifle Expertise XP."
FuriousRamsayClassXPAxeDesc,items,Items,"Use this to boost your Axe Expertise XP."
FuriousRamsayClassXPMarksmanRifleDesc,items,Items,"Use this to boost your Lever Action rifle Expertise XP."
FuriousRamsayClassXPMachineGunDesc,items,Items,"Use this to boost your MAchine Gun Expertise XP."
FuriousRamsayClassXPStunBatonDesc,items,Items,"Use this to boost your Stun Baton Expertise XP."
FuriousRamsayClassXPMagnumDesc,items,Items,"Use this to boost your Magnum Expertise XP."
FuriousRamsayClassXPDeployableTurretDesc,items,Items,"Use this to boost your Deployable Turret Expertise XP."
FuriousRamsayClassXPKnucklesDesc,items,Items,"Use this to boost your Knuckles Expertise XP."
FuriousRamsayClassXPExplosivesDesc,items,Items,"Use this to boost your Explosives Expertise XP."
FuriousRamsayClassXPSubMachinegunDesc,items,Items,"Use this to boost your Submachine Gun Expertise XP."
FuriousRamsayClassXPHammerDesc,items,Items,"Use this to boost your Hammer Expertise XP."
FuriousRamsayClassXPPistolDesc,items,Items,"Use this to boost your Pistol Expertise XP."
FuriousRamsayClassXPKnifeDesc,items,Items,"Use this to boost your Knife Expertise XP."
FuriousRamsayClassXPDesertVultureDesc,items,Items,"Use this to boost your Desert Vulture Expertise XP."

FuriousRamsayDNAInjector,items,Items,DNA Boost Injector
FuriousRamsayDNAInjectorDesc,items,Items,"Use this device to inject yourself with any DNA Boost."
FuriousRamsayDNAInjectorCharisma,items,Items,Injection (Charisma)
FuriousRamsayDNAInjectorCharismaDesc,items,Items,"This injection will boost your Charisma"
FuriousRamsayDNAInjectorConstitution,items,Items,Injection (Constitution)
FuriousRamsayDNAInjectorConstitutionDesc,items,Items,"This injection will boost your Constitution"
FuriousRamsayDNAInjectorDexterity,items,Items,Injection (Dexterity)
FuriousRamsayDNAInjectorDexterityDesc,items,Items,"This injection will boost your Dexterity"
FuriousRamsayDNAInjectorIntelligence,items,Items,Injection (Intelligence)
FuriousRamsayDNAInjectorIntelligenceDesc,items,Items,"This injection will boost your Intelligence"
FuriousRamsayDNAInjectorStrength,items,Items,Injection (Strength)
FuriousRamsayDNAInjectorStrengthDesc,items,Items,"This injection will boost your Strength"

FuriousRamsayDNAInjectorCharismaDev,items,Items,Injection (Charisma) - DEV
FuriousRamsayDNAInjectorCharismaDevDesc,items,Items,"This injection will boost your Charisma by 10%"
FuriousRamsayDNAInjectorConstitutionDev,items,Items,Injection (Constitution) - DEV
FuriousRamsayDNAInjectorConstitutionDevDesc,items,Items,"This injection will boost your Constitution by 10%"
FuriousRamsayDNAInjectorDexterityDev,items,Items,Injection (Dexterity) - DEV
FuriousRamsayDNAInjectorDexterityDevDesc,items,Items,"This injection will boost your Dexterity by 10%"
FuriousRamsayDNAInjectorIntelligenceDev,items,Items,Injection (Intelligence) - DEV
FuriousRamsayDNAInjectorIntelligenceDevDesc,items,Items,"This injection will boost your Intelligence by 10%"
FuriousRamsayDNAInjectorStrengthDev,items,Items,Injection (Strength) - DEV
FuriousRamsayDNAInjectorStrengthDevDesc,items,Items,"This injection will boost your Strength by 10%"

FuriousRamsayLearnClothArmor,items,Items,Cloth Armor Crafting Basic
FuriousRamsayLearnClothArmorDesc,items,Items,"Cloth Armor Crafting Basics\n\nRequires Player Level: [ff595f]10[-]"
FuriousRamsayLearnLeatherArmor,items,Items,Leather Armor Crafting Basic
FuriousRamsayLearnLeatherArmorDesc,items,Items,"Leather Armor Crafting Basics\n\nRequires Player Level: [ff595f]20[-]"
FuriousRamsayLearnScrapArmor,items,Items,Scrap Armor Crafting Basic
FuriousRamsayLearnScrapArmorDesc,items,Items,"Scrap Armor Crafting Basics\n\nRequires Player Level: [ff595f]30[-]"
FuriousRamsayLearnIronArmor,items,Items,Iron Armor Crafting Basic
FuriousRamsayLearnIronArmorDesc,items,Items,"Iron Armor Crafting Basics\n\nRequires Player Level: [ff595f]50[-]"
FuriousRamsayLearnSteelArmor,items,Items,Steel Armor Crafting Basic
FuriousRamsayLearnSteelArmorDesc,items,Items,"Steel Armor Crafting Basics\n\nRequires Player Level: [ff595f]70[-]"
FuriousRamsayLearnMilitaryArmor,items,Items,Military Armor Crafting Basic
FuriousRamsayLearnMilitaryArmorDesc,items,Items,"Military Armor Crafting Basics\n\nRequires Player Level: [ff595f]70[-]"

FuriousRamsayCircularSawBlade,items,Items,"Circular Saw Blade"
FuriousRamsayCircularSawBladeDesc,items,Items,"This Circular Saw Blade would be useful in building a functional Table Saw"

FuriousRamsayMedicalDroidHead,items,Items,Medical Droid Head
FuriousRamsayMedicalDroidBody,items,Items,Medical Droid Body
FuriousRamsayMedicalDroidRightArm,items,Items,Medical Droid Right Arm
FuriousRamsayMedicalDroidLeftArm,items,Items,Medical Droid Left Arm
FuriousRamsayMedicalDroidLegs,items,Items,Medical Droid Legs
FuriousRamsayMedicalDroidNoPower,items,Items,Medical Droid (Unpowered)

FuriousRamsayMedicalDroidHeadDesc,items,Items,"This is part of what appears to be a Medical Droid.\n\nIf you gather all of the parts, maybe you can find a way to put back together."
FuriousRamsayMedicalDroidBodyDesc,items,Items,"This is part of what appears to be a Medical Droid.\n\nIf you gather all of the parts, maybe you can find a way to put back together."
FuriousRamsayMedicalDroidRightArmDesc,items,Items,"This is part of what appears to be a Medical Droid.\n\nIf you gather all of the parts, maybe you can find a way to put back together."
FuriousRamsayMedicalDroidLeftArmDesc,items,Items,"This is part of what appears to be a Medical Droid.\n\nIf you gather all of the parts, maybe you can find a way to put back together."
FuriousRamsayMedicalDroidLegsDesc,items,Items,"This is part of what appears to be a Medical Droid.\n\nIf you gather all of the parts, maybe you can find a way to put back together."
FuriousRamsayMedicalDroidNoPowerDesc,items,Items,"This is an assembled medical droid.\n\nOnly thing missing is to include the parts that power it up."

FuriousRamsayBakingPan,items,Items,"Baking Pan"
FuriousRamsayBakingPanDesc,items,Items,"Required for advanced cooking skills"

FuriousRamsayBurner,items,Items,"Burner"
FuriousRamsayBurnerDesc,items,Items,"Part of a stove"

FuriousRamsayDiapers,items,Items,"Adult Diapers"
FuriousRamsayDiapersDesc,items,Items,"If you find yourself in need of these, you must have had something you weren't supposed to... or maybe you had no choice.\n\nNow you find yourself restricted in your movement unless you want to shit all over yourself.\n\nPut these on to get some of your dignity back and maybe be able to move normally."

FuriousRamsayScrews,items,Items,"Screws"
FuriousRamsayScrewsDesc,items,Items,"Nothing better to keep things tightly bound"

FuriousRamsayMotor,items,Items,"Small Motor"
FuriousRamsayMotorDesc,items,Items,"This motor could have a few uses"

FuriousRamsayHazmatMarkerStarter,blocks,Quest,Hazard Zone Marker
FuriousRamsayHazmatMarkerStarterDesc,blocks,Quest,"A sign to mark the area as hazardous.\n\nPeople need to know that this is a dangerous zone."

FuriousRamsayHazmatHazardStarter,items,Items,"Biohazard Sign"
FuriousRamsayHazmatHazardStarterDesc,items,Items,"A Biohazard Sign"

FuriousRamsayHCL,items,Items,Hydrochloric Acid
FuriousRamsayHCLDesc,items,Items,"These pills are usually meant to help with digestion but you can find another use for them"

FuriousRamsayMoltenSteel,items,Items,Molten Steel
FuriousRamsayMoltenSteelDesc,items,Items,"Description"

FuriousRamsayCalciumChloride,items,Items,Calcium Chloride
FuriousRamsayCalciumChlorideDesc,items,Items,"Calcium Chloride is a key ingredient in making activated charcoal"

FuriousRamsayImportantGeneticsLevels,items,Items,Important Note
FuriousRamsayImportantGeneticsLevelsDesc,items,Items,"Leveling your Genetics will affect some of your skills:\n • [c27272]STRENGTH[-]: Increased Damage with Melee Weapons\n • [bdbf71]DEXTERITY[-]: Increased Max Stamina, Walk and Run Speed\n • [7abd71]CONSTITUTION[-]: Increased Max Health, Mobility and Carrying Capacity\n • [70a4ba]INTELLIGENCE[-]: Increased Damage with Tools\n • [b36ba7]CHARISMA[-]: Increased Sell Prices.\n\n - Briston"

FuriousRamsayImportantAuraHunter,items,Items,Important Note
FuriousRamsayImportantAuraHunterDesc,items,Items,"You have been granted the [53adbd]Ranged Burn Aura[-] ability.\n\nIt will become active when you wear your full set of class gear. You will also be able to craft this gear into a mod that can be worn in any head armor should you wish to use other armor.\n\nPlease note that you cannot both use this mod and use your class gear.\n\n - Briston"
FuriousRamsayImportantAuraThug,items,Items,Important Note
FuriousRamsayImportantAuraThugDesc,items,Items,"You have been granted the [e0e036]Ranged Restraint Aura[-] ability.\n\nIt will become active when you wear your full set of class gear. You will also be able to craft this gear into a mod that can be worn in any head armor should you wish to use other armor.\n\nPlease note that you cannot both use this mod and use your class gear.\n\n - Briston"
FuriousRamsayImportantAuraButcher,items,Items,Important Note
FuriousRamsayImportantAuraButcherDesc,items,Items,"You have been granted the [ff5b69]Ranged Bleed Aura[-] ability.\n\nIt will become active when you wear your full set of class gear. You will also be able to craft this gear into a mod that can be worn in any head armor should you wish to use other armor.\n\nPlease note that you cannot both use this mod and use your class gear.\n\n - Briston"
FuriousRamsayImportantAuraSoldier,items,Items,Important Note
FuriousRamsayImportantAuraSoldierDesc,items,Items,"You have been granted the [76e381]Ranged Double Damage Aura[-] ability.\n\nIt will become active when you wear your full set of class gear. You will also be able to craft this gear into a mod that can be worn in any head armor should you wish to use other armor.\n\nPlease note that you cannot both use this mod and use your class gear.\n\n - Briston"
FuriousRamsayImportantAuraTechnogeek,items,Items,Important Note
FuriousRamsayImportantAuraTechnogeekDesc,items,Items,"You have been granted the [736fe3]Ranged Shock Aura[-] ability.\n\nIt will become active when you wear your full set of class gear. You will also be able to craft this gear into a mod that can be worn in any head armor should you wish to use other armor.\n\nPlease note that you cannot both use this mod and use your class gear.\n\n - Briston"
FuriousRamsayImportantAuraMadman,items,Items,Important Note
FuriousRamsayImportantAuraMadmanDesc,items,Items,"You have been granted the [e8a276]Ranged Explosion Aura[-] ability.\n\nIt will become active when you wear your full set of class gear. You will also be able to craft this gear into a mod that can be worn in any head armor should you wish to use other armor.\n\nPlease note that you cannot both use this mod and use your class gear.\n\n - Briston"
FuriousRamsayImportantAuraBuilder,items,Items,Important Note
FuriousRamsayImportantAuraBuilderDesc,items,Items,"You have been granted the [c256fc]Ranged Dismemberment Aura[-] ability.\n\nIt will become active when you wear your full set of class gear. You will also be able to craft this gear into a mod that can be worn in any head armor should you wish to use other armor.\n\nPlease note that you cannot both use this mod and use your class gear.\n\nOne important note about this aura. If it triggers, you will hear a sound and have very limited time to dismember any target with a ranged weapon.\n\n - Briston"
FuriousRamsayImportantAuraChef,items,Items,Important Note
FuriousRamsayImportantAuraChefDesc,items,Items,"You have been granted the [878787]Ranged Knockdown Aura[-] ability.\n\nIt will become active when you wear your full set of class gear. You will also be able to craft this gear into a mod that can be worn in any head armor should you wish to use other armor.\n\nPlease note that you cannot both use this mod and use your class gear.\n\n - Briston"

FuriousRamsayImportantDecoys,items,Items,Important Note
FuriousRamsayImportantDecoysDesc,items,Items,"You've reached a high enough level to start crafting some explosive Decoys. Here's one you can use as a test.\n\n - Briston"

FuriousRamsayImportantCompanion,items,Items,Important Note
FuriousRamsayImportantCompanionDesc,items,Items,"This dog needs a master and I thought you might appreciate the company.\n\nIt will stay close to you at all times no matter what mode you use to control your hires. You can use the Stop command if you want it come come back to you though.\n\nOnce you complete 7 Tier 1 quests, the Trader Network will reward you with a Farmer Trader which will have more animals for sale.\n\n - Briston"

FuriousRamsayImportantNPCControl,items,Items,Important Note
FuriousRamsayImportantNPCControlDesc,items,Items,"In the event you're not too antisocial, there are some survivors that will work for you... for a price.\n\nI've given you a couple commands you can use from your toolbelt. Both are toggles. Press them to cycle through the various options. By default your hires will hunt down everything (Hunting Mode). You have no control over them, they're stubborn.\n\nIn Threat Control Mode they will refrain from attacking any type of hostile animal. In Full control mode they won't attack at all. In both of these last two modes they will engage hostiles if you get hurt or if you start attacking.\n\nThe second command (Stop) will only work in the last two modes. They will halt all current attacks or will resume attacking when you toggle this command. This can be useful if you need to run and force them to follow you. Just don't forget to that they won't help unless you eventually tell them to Resume.\n\n - Briston"

FuriousRamsayImportantGenetics,items,Items,Important Note
FuriousRamsayImportantGeneticsDesc,items,Items,"Your Genetics are bound by your actions. You will get stronger over time:\n\n • [c27272]STRENGTH[-]: Deal melee damage, Dig, Mine, chop trees, break doors...\n • [bdbf71]DEXTERITY[-]: Jump, Run, Attack, Aim, Reload...\n • [7abd71]CONSTITUTION[-]: Survive incoming damage, Use Drugs...\n • [70a4ba]INTELLIGENCE[-]: Loot, Dig, Mine, Salvage, Complete Quests...\n • [b36ba7]CHARISMA[-]: Complete Quests...\n\nThese will be key in advancing your perks, which you can only purchase from dear old me\n\n - Briston"

FuriousRamsayImportantClassBook,items,Items,Important Note
FuriousRamsayImportantClassBookDesc,items,Items,"You got your hands on the Starter Pack. It contains a Class Reference Book and some concoction that will apparently improve on your current physical condition.\n\nYou should use this book to determine which path to follow.\n\nThe Class Reference Book lists the recipes you'll need to retrieve the Training Instructions for the Class you wish to specialize in."

FuriousRamsayImportantComponents,items,Items,Important Note
FuriousRamsayImportantComponentsDesc,items,Items,"[569c59]You will need a number of components for crafting. Here are a few tips on where to find some of them[-]:\n • [57ada6]Small Motors[-] from salvaging Refrigerators, Ice Machines,Washers and Dryers, Air Conditioners, etc\n • [57ada6]Burners[-] from salvaging Stoves\n • [57ada6]Anvils, Pliers, Screwdrivers, Saw Blades[-] from looting toolboxes\n • [57ada6]Propane Tanks[-] from looting BBQs\n • [57ada6]Fountain Pens[-] from looting Metal Desks\n • Picking up [57ada6]Water Coler Bottles, Gas Barrels, Plastic Barrels[-] from POIs\n\nNote: This is for information only and can be thrown away."

FuriousRamsayImportantGlobalAura,items,Items,Important Note
FuriousRamsayImportantGlobalAuraDesc,items,Items,"[569c59]You have unlocked the ability to get two additional auras[-]:\n\nTake a look at the Good Vibrations section of Global Achievements in your Skill window and see which ones you wish to craft\n\nNote: This is for information only and can be thrown away."

FuriousRamsayImportantSniperRifle,items,Items,Important Note
FuriousRamsayImportantSniperRifleDesc,items,Items,"[569c59]You have unlocked your Sniper Rifle Expertise[-]:\n\nYou have been given:\n • [57ada6]A Sniper Rifle\n\nNote: This is for information only and can be thrown away."
FuriousRamsayImportantShotgun,items,Items,Important Note
FuriousRamsayImportantShotgunDesc,items,Items,"[569c59]You have unlocked your Shotgun Expertise[-]:\n\nYou have been given:\n • [57ada6]A Pump Shotgun\n\nNote: This is for information only and can be thrown away."
FuriousRamsayImportantAssaultRifle,items,Items,Important Note
FuriousRamsayImportantAssaultRifleDesc,items,Items,"[569c59]You have unlocked your Assault Rifle Expertise[-]:\n\nYou have been given:\n • [57ada6]An AK-47 Assault Rifle\n\nNote: This is for information only and can be thrown away."
FuriousRamsayImportantMarksmanRifle,items,Items,Important Note
FuriousRamsayImportantMarksmanRifleDesc,items,Items,"[569c59]You have unlocked your Lever Action Rifle Expertise[-]:\n\nYou have been given:\n • [57ada6]A Lever Action Rifle\n\nNote: This is for information only and can be thrown away."
FuriousRamsayImportantMachineGun,items,Items,Important Note
FuriousRamsayImportantMachineGunDesc,items,Items,"[569c59]You have unlocked your Machine Gun Expertise[-]:\n\nYou have been given:\n • [57ada6]An M60 Machine Gun\n\nNote: This is for information only and can be thrown away."
FuriousRamsayImportantMagnum,items,Items,Important Note
FuriousRamsayImportantMagnumDesc,items,Items,"[569c59]You have unlocked your Magnum Expertise[-]:\n\nYou have been given:\n • [57ada6]A .44 Magnum\n\nNote: This is for information only and can be thrown away."
FuriousRamsayImportantDeployableTurret,items,Items,Important Note
FuriousRamsayImportantDeployableTurretDesc,items,Items,"[569c59]You have unlocked your Deployable Turret Expertise[-]:\n\nYou have been given:\n • [57ada6]A Junk Turret\n\nNote: This is for information only and can be thrown away."
FuriousRamsayImportantSubmachineGun,items,Items,Important Note
FuriousRamsayImportantSubmachineGunDesc,items,Items,"[569c59]You have unlocked your Submachine Gun Expertise[-]:\n\nYou have been given:\n • [57ada6]A SMG-5 Submachine Gun\n\nNote: This is for information only and can be thrown away."
FuriousRamsayImportantPistol,items,Items,Important Note
FuriousRamsayImportantPistolDesc,items,Items,"[569c59]You have unlocked your Pistol Expertise[-]:\n\nYou have been given:\n • [57ada6]A Pistol\n\nNote: This is for information only and can be thrown away."
FuriousRamsayImportantPoweredTurret,items,Items,Important Note
