Key,Source,Context,English
FuriousRamsayPerkDownfallRank4Desc,progression,perk,"Downfall Level 4"
FuriousRamsayPerkDownfallRank4LongDesc,progression,perk,"Marked enemies will become resistant to physical damage:\n • [56ba60]12%[-] after [c45858]{cvar(varFuriousRamsayTheyGrowStrongerTierDeaths04:0)}[-] deaths"
FuriousRamsayPerkDownfallRank5Desc,progression,perk,"Downfall Level 5"
FuriousRamsayPerkDownfallRank5LongDesc,progression,perk,"Marked enemies will become resistant to physical damage:\n • [56ba60]15%[-] after [c45858]{cvar(varFuriousRamsayTheyGrowStrongerTierDeaths05:0)}[-] deaths"
FuriousRamsayPerkDownfallRank6Desc,progression,perk,"Downfall Level 6"
FuriousRamsayPerkDownfallRank6LongDesc,progression,perk,"Marked enemies will become resistant to physical damage:\n • [56ba60]18%[-] after [c45858]{cvar(varFuriousRamsayTheyGrowStrongerTierDeaths06:0)}[-] deaths"
FuriousRamsayPerkDownfallRank7Desc,progression,perk,"Downfall Level 7"
FuriousRamsayPerkDownfallRank7LongDesc,progression,perk,"Marked enemies will become resistant to physical damage:\n • [56ba60]21%[-] after [c45858]{cvar(varFuriousRamsayTheyGrowStrongerTierDeaths07:0)}[-] deaths"
FuriousRamsayPerkDownfallRank8Desc,progression,perk,"Downfall Level 8"
FuriousRamsayPerkDownfallRank8LongDesc,progression,perk,"Marked enemies will become resistant to physical damage:\n • [56ba60]24%[-] after [c45858]{cvar(varFuriousRamsayTheyGrowStrongerTierDeaths08:0)}[-] deaths"
FuriousRamsayPerkDownfallRank9Desc,progression,perk,"Downfall Level 9"
FuriousRamsayPerkDownfallRank9LongDesc,progression,perk,"Marked enemies will become resistant to physical damage:\n • [56ba60]27%[-] after [c45858]{cvar(varFuriousRamsayTheyGrowStrongerTierDeaths09:0)}[-] deaths"
FuriousRamsayPerkDownfallRank10Desc,progression,perk,"Downfall Level 10"
FuriousRamsayPerkDownfallRank10LongDesc,progression,perk,"Marked enemies will become resistant to physical damage:\n • [56ba60]30%[-] after [c45858]{cvar(varFuriousRamsayTheyGrowStrongerTierDeaths10:0)}[-] deaths"

FuriousRamsayPerkNaturalSelectionRank1Desc,progression,perk,"Natural Selection Level 1"
FuriousRamsayPerkNaturalSelectionRank1LongDesc,progression,perk,"After [56ba60]{cvar(varFuriousRamsayTheyGrowStrongerTierKills01:0)}[-] Zombie kills, they will have a [56ba60]2.5%[-] chance to have a combination of the following:\n • Get [c45858]5%[-] more health\n • Regenerate [c45858]0.5[-] health per second\n • Walk/Run [cdd15c]5%[-] faster\n • Do [c45858]5%[-] more damage\n • Attack [c45858]5%[-] faster"
FuriousRamsayPerkNaturalSelectionRank2Desc,progression,perk,"Natural Selection Level 2"
FuriousRamsayPerkNaturalSelectionRank2LongDesc,progression,perk,"After [56ba60]{cvar(varFuriousRamsayTheyGrowStrongerTierKills02:0)}[-] Zombie kills, they will have a [56ba60]5%[-] chance to have a combination of the following:\n • Get [c45858]10%[-] more health\n • Regenerate [c45858]1[-] health per second\n • Walk/Run [cdd15c]10%[-] faster\n • Do [c45858]10%[-] more damage\n • Attack [c45858]10%[-] faster"
FuriousRamsayPerkNaturalSelectionRank3Desc,progression,perk,"Natural Selection Level 3"
FuriousRamsayPerkNaturalSelectionRank3LongDesc,progression,perk,"After [56ba60]{cvar(varFuriousRamsayTheyGrowStrongerTierKills03:0)}[-] Zombie kills, they will have a [56ba60]7.5%[-] chance to have a combination of the following:\n • Get [c45858]25%[-] more health\n • Regenerate [c45858]1.5[-] health per second\n • Walk/Run [cdd15c]15%[-] faster\n • Do [c45858]15%[-] more damage\n • Attack [c45858]15%[-] faster"
FuriousRamsayPerkNaturalSelectionRank4Desc,progression,perk,"Natural Selection Level 4"
FuriousRamsayPerkNaturalSelectionRank4LongDesc,progression,perk,"After [56ba60]{cvar(varFuriousRamsayTheyGrowStrongerTierKills04:0)}[-] Zombie kills, they will have a [56ba60]10%[-] chance to have a combination of the following:\n • Get [c45858]20%[-] more health\n • Regenerate [c45858]2[-] health per second\n • Walk/Run [cdd15c]20%[-] faster\n • Do [c45858]20%[-] more damage\n • Attack [c45858]20%[-] faster"
FuriousRamsayPerkNaturalSelectionRank5Desc,progression,perk,"Natural Selection Level 5"
FuriousRamsayPerkNaturalSelectionRank5LongDesc,progression,perk,"After [56ba60]{cvar(varFuriousRamsayTheyGrowStrongerTierKills05:0)}[-] Zombie kills, they will have a [56ba60]12.5%[-] chance to have a combination of the following:\n • Get [c45858]25%[-] more health\n • Regenerate [c45858]2.5[-] health per second\n • Walk/Run [cdd15c]25%[-] faster\n • Do [c45858]25%[-] more damage\n • Attack [c45858]25%[-] faster"
FuriousRamsayPerkNaturalSelectionRank6Desc,progression,perk,"Natural Selection Level 6"
FuriousRamsayPerkNaturalSelectionRank6LongDesc,progression,perk,"After [56ba60]{cvar(varFuriousRamsayTheyGrowStrongerTierKills06:0)}[-] Zombie kills, they will have a [56ba60]15%[-] chance to have a combination of the following:\n • Get [c45858]30%[-] more health\n • Regenerate [c45858]3.25[-] health per second\n • Walk/Run [cdd15c]30%[-] faster\n • Do [c45858]30%[-] more damage\n • Attack [c45858]30%[-] faster"
FuriousRamsayPerkNaturalSelectionRank7Desc,progression,perk,"Natural Selection Level 7"
FuriousRamsayPerkNaturalSelectionRank7LongDesc,progression,perk,"After [56ba60]{cvar(varFuriousRamsayTheyGrowStrongerTierKills07:0)}[-] Zombie kills, they will have a [56ba60]17.5%[-] chance to have a combination of the following:\n • Get [c45858]35%[-] more health\n • Regenerate [c45858]4[-] health per second\n • Walk/Run [cdd15c]35%[-] faster\n • Do [c45858]35%[-] more damage\n • Attack [c45858]35%[-] faster"
FuriousRamsayPerkNaturalSelectionRank8Desc,progression,perk,"Natural Selection Level 8"
FuriousRamsayPerkNaturalSelectionRank8LongDesc,progression,perk,"After [56ba60]{cvar(varFuriousRamsayTheyGrowStrongerTierKills08:0)}[-] Zombie kills, they will have a [56ba60]20%[-] chance to have a combination of the following:\n • Get [c45858]40%[-] more health\n • Regenerate [c45858]4.75[-] health per second\n • Walk/Run [cdd15c]40%[-] faster\n • Do [c45858]40%[-] more damage\n • Attack [c45858]40%[-] faster"
FuriousRamsayPerkNaturalSelectionRank9Desc,progression,perk,"Natural Selection Level 9"
FuriousRamsayPerkNaturalSelectionRank9LongDesc,progression,perk,"After [56ba60]{cvar(varFuriousRamsayTheyGrowStrongerTierKills09:0)}[-] Zombie kills, they will have a [56ba60]22.5%[-] chance to have a combination of the following:\n • Get [c45858]45%[-] more health\n • Regenerate [c45858]6[-] health per second\n • Walk/Run [cdd15c]45%[-] faster\n • Do [c45858]45%[-] more damage\n • Attack [c45858]45%[-] faster"
FuriousRamsayPerkNaturalSelectionRank10Desc,progression,perk,"Natural Selection Level 10"
FuriousRamsayPerkNaturalSelectionRank10LongDesc,progression,perk,"After [56ba60]{cvar(varFuriousRamsayTheyGrowStrongerTierKills10:0)}[-] Zombie kills, they will have a [56ba60]25%[-] chance to have a combination of the following:\n • Get [c45858]50%[-] more health\n • Regenerate [c45858]8[-] health per second\n • Walk/Run [cdd15c]50%[-] faster\n • Do [c45858]50%[-] more damage\n • Attack [c45858]50%[-] faster"

FuriousRamsayReqAscension01,progression,Attribute,"Level your Player"
FuriousRamsayReqDownfall01,progression,Attribute,"Die!"
FuriousRamsayReqNaturalSelection01,progression,Attribute,"Kill Stuff"
