Key,Source,Context,English
FuriousRamsayMercenaryTier3_FR,entityclasses,Entity,"Mercenary - Tier 3"
FuriousRamsayMercenaryTier4_FR,entityclasses,Entity,"Mercenary - Tier 4"
FuriousRamsayMercenaryTier5_FR,entityclasses,Entity,"Mercenary - Tier 5"

FuriousRamsayMercenaryTrader_FR,entityclasses,Entity,"Raël, 'The Mercenary'"
FuriousRamsayTempMercenaryTrader_FR,entityclasses,Entity,"Raël, 'The Mercenary'"
FuriousRamsayMercenary_FR,entityclasses,Entity,"Mercenary"
FuriousRamsayBristonStart_FR,entityclasses,Entity,"Briston, 'The Survivalist'"
FuriousRamsayBriston_FR,entityclasses,Entity,"Briston, 'The Survivalist'"
FuriousRamsayTrainerHunter_FR,entityclasses,Entity,"Olivia, 'The Huntress'"
FuriousRamsayTrainerThug_FR,entityclasses,Entity,"Isaac, 'The Thug'"
FuriousRamsayTrainerButcher_FR,entityclasses,Entity,"Hank, 'The Butcher'"
FuriousRamsayTrainerSoldier_FR,entityclasses,Entity,"Elias, 'The Soldier'"
FuriousRamsayTrainerTechnogeek_FR,entityclasses,Entity,"Scarlett, 'The Technogeek'"
FuriousRamsayTrainerMadman_FR,entityclasses,Entity,"Liam, 'The Madman'"
FuriousRamsayTrainerBuilder_FR,entityclasses,Entity,"Vince, 'The Builder'"
FuriousRamsayTrainerChef_FR,entityclasses,Entity,"Helen, 'The Sous-Chef'"
FuriousRamsayTrainerWitchDoctor_FR,entityclasses,Entity,"Bruce, 'The Witch Doctor'"

FuriousRamsaySurvivorDroidMedic,entityclasses,Entity,Medic Droid
FuriousRamsaySurvivorDroidMedic,entityclasses,Entity,Police Droid
FuriousRamsaySurvivorDroidMedic,entityclasses,Entity,Security Droid

FuriousRamsayZombie001,entityclasses,Entity,Zombie Brute
FuriousRamsayZombie002,entityclasses,Entity,Zombie Butcher
FuriousRamsayZombie003,entityclasses,Entity,Zombie Fisherman
FuriousRamsayZombie004,entityclasses,Entity,Zombie Graybeard
FuriousRamsayZombie005,entityclasses,Entity,Zombie Nerd
FuriousRamsayZombie006,entityclasses,Entity,Zombie Old Crone
FuriousRamsayZombie007,entityclasses,Entity,Zombie Skeleton

FuriousRamsayZombie008,entityclasses,Entity,Zombie Ava
FuriousRamsayZombie009,entityclasses,Entity,Zombie Charlotte
FuriousRamsayZombie010,entityclasses,Entity,Zombie Sophia
FuriousRamsayZombie011,entityclasses,Entity,Zombie Jace
FuriousRamsayZombie012,entityclasses,Entity,Zombie Wesley
FuriousRamsayZombie013,entityclasses,Entity,Zombie Bennett

FuriousRamsayZombie008a,entityclasses,Entity,Feral Zombie Ava
FuriousRamsayZombie009a,entityclasses,Entity,Feral Zombie Charlotte
FuriousRamsayZombie010a,entityclasses,Entity,Feral Zombie Sophia
FuriousRamsayZombie011a,entityclasses,Entity,Feral Zombie Jace
FuriousRamsayZombie012a,entityclasses,Entity,Feral Zombie Wesley
FuriousRamsayZombie013a,entityclasses,Entity,Feral Zombie Bennett

FuriousRamsaySurvivorWoman001aBatNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aAxeNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aClubNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aKnifeNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aSpearNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aMacheteNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aBat,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aAxe,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aClub,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aKnife,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aSpear,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aMachete,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aPipePistol,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aPipeMachineGun,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aPipeShotgun,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aPipeRifle,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aPistol,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aDesertVulture,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aSMG5,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aM60,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aAK47,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aAssaultRifle,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aHuntingRifle,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aSniperRifle,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aPumpShotgun,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aAutoShotgun,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aWoodenBow,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman001aCrossBow,entityclasses,Entity,Samantha

FuriousRamsaySurvivorWoman001bBatNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bAxeNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bClubNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bKnifeNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bSpearNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bMacheteNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bBat,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bAxe,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bClub,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bKnife,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bSpear,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bMachete,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bPipePistol,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bPipeMachineGun,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bPipeShotgun,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bPipeRifle,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bPistol,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bDesertVulture,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bSMG5,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bM60,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bAK47,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bAssaultRifle,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bHuntingRifle,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bSniperRifle,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bPumpShotgun,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bAutoShotgun,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bWoodenBow,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman001bCrossBow,entityclasses,Entity,Olivia

FuriousRamsaySurvivorWoman001cBatNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cAxeNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cClubNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cKnifeNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cSpearNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cMacheteNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cBat,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cAxe,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cClub,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cKnife,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cSpear,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cMachete,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cPipePistol,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cPipeMachineGun,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cPipeShotgun,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cPipeRifle,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cPistol,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cDesertVulture,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cSMG5,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cM60,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cAK47,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cAssaultRifle,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cHuntingRifle,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cSniperRifle,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cPumpShotgun,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cAutoShotgun,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cWoodenBow,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman001cCrossBow,entityclasses,Entity,Emily

FuriousRamsaySurvivorWoman001dBatNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dAxeNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dClubNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dKnifeNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dSpearNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dMacheteNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dBat,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dAxe,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dClub,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dKnife,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dSpear,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dMachete,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dPipePistol,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dPipeMachineGun,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dPipeShotgun,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dPipeRifle,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dPistol,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dDesertVulture,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dSMG5,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dM60,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dAK47,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dAssaultRifle,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dHuntingRifle,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dSniperRifle,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dPumpShotgun,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dAutoShotgun,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dWoodenBow,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman001dCrossBow,entityclasses,Entity,Abigail

FuriousRamsaySurvivorWoman001eBatNoHire,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eAxeNoHire,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eClubNoHire,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eKnifeNoHire,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eSpearNoHire,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eMacheteNoHire,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eBat,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eAxe,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eClub,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eKnife,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eSpear,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eMachete,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001ePipePistol,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001ePipeMachineGun,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001ePipeShotgun,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001ePipeRifle,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001ePistol,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eDesertVulture,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eSMG5,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eM60,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eAK47,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eAssaultRifle,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eHuntingRifle,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eSniperRifle,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001ePumpShotgun,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eAutoShotgun,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eWoodenBow,entityclasses,Entity,Scarlett
FuriousRamsaySurvivorWoman001eCrossBow,entityclasses,Entity,Scarlett

FuriousRamsaySurvivorWoman001fBatNoHire,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fAxeNoHire,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fClubNoHire,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fKnifeNoHire,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fSpearNoHire,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fMacheteNoHire,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fBat,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fAxe,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fClub,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fKnife,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fSpear,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fMachete,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fPipePistol,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fPipeMachineGun,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fPipeShotgun,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fPipeRifle,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fPistol,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fDesertVulture,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fSMG5,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fM60,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fAK47,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fAssaultRifle,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fHuntingRifle,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fSniperRifle,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fPumpShotgun,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fAutoShotgun,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fWoodenBow,entityclasses,Entity,Emma
FuriousRamsaySurvivorWoman001fCrossBow,entityclasses,Entity,Emma

FuriousRamsaySurvivorWoman001gBatNoHire,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gAxeNoHire,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gClubNoHire,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gKnifeNoHire,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gSpearNoHire,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gMacheteNoHire,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gBat,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gAxe,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gClub,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gKnife,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gSpear,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gMachete,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gPipePistol,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gPipeMachineGun,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gPipeShotgun,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gPipeRifle,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gPistol,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gDesertVulture,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gSMG5,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gM60,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gAK47,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gAssaultRifle,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gHuntingRifle,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gSniperRifle,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gPumpShotgun,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gAutoShotgun,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gWoodenBow,entityclasses,Entity,Zoe
FuriousRamsaySurvivorWoman001gCrossBow,entityclasses,Entity,Zoe

FuriousRamsaySurvivorWoman002aBatNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aAxeNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aClubNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aKnifeNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aSpearNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aMacheteNoHire,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aBat,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aAxe,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aClub,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aKnife,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aSpear,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aMachete,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aPipePistol,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aPipeMachineGun,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aPipeShotgun,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aPipeRifle,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aPistol,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aDesertVulture,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aSMG5,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aM60,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aAK47,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aAssaultRifle,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aHuntingRifle,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aSniperRifle,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aPumpShotgun,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aAutoShotgun,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aWoodenBow,entityclasses,Entity,Samantha
FuriousRamsaySurvivorWoman002aCrossBow,entityclasses,Entity,Samantha

FuriousRamsaySurvivorWoman002bBatNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bAxeNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bClubNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bKnifeNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bSpearNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bMacheteNoHire,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bBat,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bAxe,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bClub,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bKnife,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bSpear,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bMachete,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bPipePistol,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bPipeMachineGun,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bPipeShotgun,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bPipeRifle,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bPistol,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bDesertVulture,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bSMG5,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bM60,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bAK47,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bAssaultRifle,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bHuntingRifle,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bSniperRifle,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bPumpShotgun,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bAutoShotgun,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bWoodenBow,entityclasses,Entity,Olivia
FuriousRamsaySurvivorWoman002bCrossBow,entityclasses,Entity,Olivia

FuriousRamsaySurvivorWoman002cBatNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cAxeNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cClubNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cKnifeNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cSpearNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cMacheteNoHire,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cBat,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cAxe,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cClub,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cKnife,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cSpear,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cMachete,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cPipePistol,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cPipeMachineGun,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cPipeShotgun,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cPipeRifle,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cPistol,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cDesertVulture,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cSMG5,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cM60,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cAK47,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cAssaultRifle,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cHuntingRifle,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cSniperRifle,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cPumpShotgun,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cAutoShotgun,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cWoodenBow,entityclasses,Entity,Emily
FuriousRamsaySurvivorWoman002cCrossBow,entityclasses,Entity,Emily

FuriousRamsaySurvivorWoman002dBatNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman002dAxeNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman002dClubNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman002dKnifeNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman002dSpearNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman002dMacheteNoHire,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman002dBat,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman002dAxe,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman002dClub,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman002dKnife,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman002dSpear,entityclasses,Entity,Abigail
FuriousRamsaySurvivorWoman002dMachete,entityclasses,Entity,Abigail
